iter,train_loss,val_loss,lr,mfu
25,10.288488984107971,,2.1787709497206703e-05,-100.0,
26,10.263829708099365,,2.2625698324022344e-05,-100.0,
27,10.233039766550064,,2.346368715083799e-05,-100.0,
28,10.213933110237122,,2.430167597765363e-05,-100.0,
29,10.186755686998367,,2.513966480446927e-05,-100.0,
30,10.178962782025337,,2.5977653631284913e-05,-100.0,
31,10.139967188239098,,2.6815642458100557e-05,-100.0,
32,10.120273351669312,,2.76536312849162e-05,-100.0,
33,10.089480966329575,,2.849162011173184e-05,-100.0,
34,10.044832617044449,,2.9329608938547484e-05,-100.0,
35,10.034747540950775,,3.0167597765363126e-05,-100.0,
36,10.013074025511742,,3.100558659217877e-05,-100.0,
37,9.968995556235313,,3.184357541899441e-05,-100.0,
38,9.943811386823654,,3.268156424581005e-05,-100.0,
39,9.93376238644123,,3.35195530726257e-05,-100.0,
40,9.892839446663857,,3.435754189944134e-05,-100.0,
41,9.848819330334663,,3.519553072625698e-05,-100.0,
42,9.820588171482086,,3.603351955307262e-05,-100.0,
43,9.79976899921894,,3.687150837988826e-05,-100.0,
44,9.76760920882225,,3.7709497206703904e-05,-100.0,
45,9.734126821160316,,3.8547486033519545e-05,-100.0,
46,9.705942019820213,,3.938547486033519e-05,-100.0,
47,9.67634117603302,,4.0223463687150834e-05,-100.0,
48,9.638442888855934,,4.106145251396648e-05,-100.0,
49,9.599103882908821,,4.1899441340782123e-05,-100.0,
50,9.591459941864013,9.559045791625977,4.2737430167597765e-05,-100.0,
50,9.57657365500927,,4.2737430167597765e-05,-100.0,
51,9.532635942101479,,4.3575418994413406e-05,-100.0,
52,9.504940509796143,,4.441340782122904e-05,-100.0,
